Round,batch_size,best epoch training_time,best_test_rmse,best_test_rmse_epoch,clip_gradients,decay_learning_rate,dropout_keep_prob,hidden_activation,hidden_layer_size,hidden_regularisation,hidden_regularizer,learning_rate,num_hidden_layers,optimizer
124,128,4s,1.144544651,0,FALSE,TRUE,0.7,<function softplus at 0x7fbb9a7fb378>,200,0.1,<function l2_regularizer at 0x7fbb6a5b7488>,0.0001,5,<class 'tensorflow.python.training.adam.AdamOptimizer'>
125,128,1s,1.158954349,0,TRUE,FALSE,0.7,<function relu at 0x7fbb9a7f8c80>,50,0.2,<function l1_regularizer at 0x7fbb6a5b7400>,0.0001,1,<class 'tensorflow.python.training.adam.AdamOptimizer'>
126,128,5s,1.159884677,11,FALSE,FALSE,0.8,,25,0.1,<function l2_regularizer at 0x000001BDBC838598>,0.0001,2,<class 'tensorflow.python.training.adam.AdamOptimizer'>
127,256,1s,1.162897365,1,FALSE,TRUE,0.5,<function elu at 0x7fbb9a7e8c80>,100,2,<function l2_regularizer at 0x7fbb6a5b7488>,0.001,1,<class 'tensorflow.python.training.adam.AdamOptimizer'>
128,512,1s,1.165922459,1,FALSE,TRUE,0.6,<function softplus at 0x7fbb9a7fb378>,50,0.5,<function l2_regularizer at 0x7fbb6a5b7488>,0.0001,6,<class 'tensorflow.python.training.adam.AdamOptimizer'>
129,256,2s,1.170244054,0,TRUE,FALSE,0.5,<function softplus at 0x000001ED004E7158>,50,0.2,<function l1_regularizer at 0x000001ED02596620>,0.0001,1,<class 'tensorflow.python.training.adam.AdamOptimizer'>
130,512,1s,1.176411245,0,TRUE,TRUE,0.9,<function softplus at 0x7fbb9a7fb378>,100,2,<function l2_regularizer at 0x7fbb6a5b7488>,0.0001,5,<class 'tensorflow.python.training.adam.AdamOptimizer'>
131,256,1s,1.176504717,17,FALSE,FALSE,0.9,,50,2,<function l2_regularizer at 0x7fbb6a5b7488>,0.0001,2,<class 'tensorflow.python.training.adam.AdamOptimizer'>
132,256,1s,1.179033627,3,FALSE,TRUE,0.8,<function elu at 0x7fbb9a7e8c80>,100,2,<function l2_regularizer at 0x7fbb6a5b7488>,0.0001,1,<class 'tensorflow.python.training.adam.AdamOptimizer'>
133,256,2s,1.180618571,19,TRUE,FALSE,0.5,<function softplus at 0x7fbb9a7fb378>,100,0.1,<function l1_regularizer at 0x7fbb6a5b7400>,0.0001,5,<class 'tensorflow.python.training.adam.AdamOptimizer'>
134,512,0s,1.185986182,2,FALSE,TRUE,0.7,<function elu at 0x7fbb9a7e8c80>,200,0.1,<function l1_regularizer at 0x7fbb6a5b7400>,0.001,1,<class 'tensorflow.python.training.adam.AdamOptimizer'>
135,512,54s,1.186139466,4,FALSE,TRUE,0.5,<function softplus at 0x000001BDB9B75C80>,800,1,<function l2_regularizer at 0x000001BDBC838598>,0.0001,3,<class 'tensorflow.python.training.adam.AdamOptimizer'>
136,64,12s,1.196117475,0,FALSE,FALSE,0.6,<function relu at 0x000001BDB9B75620>,100,1,<function l2_regularizer at 0x000001BDBC838598>,0.0001,6,<class 'tensorflow.python.training.adam.AdamOptimizer'>
137,128,3s,1.208199759,0,FALSE,FALSE,0.6,<function relu at 0x000001C2CB1B1840>,25,0.2,<function l2_regularizer at 0x000001C2CDE43730>,0.001,3,<class 'tensorflow.python.training.adam.AdamOptimizer'>
138,128,3s,1.208199759,0,FALSE,FALSE,0.6,<function relu at 0x000001C2CB1B1840>,25,0.2,<function l2_regularizer at 0x000001C2CDE43730>,0.001,3,<class 'tensorflow.python.training.adam.AdamOptimizer'>
139,512,1s,1.213341387,9,TRUE,TRUE,0.8,<function softplus at 0x7fbb9a7fb378>,25,0.5,<function l2_regularizer at 0x7fbb6a5b7488>,0.0001,4,<class 'tensorflow.python.training.adam.AdamOptimizer'>
140,512,1s,1.247370781,0,FALSE,FALSE,0.6,<function elu at 0x7fbb9a7e8c80>,100,0.1,<function l2_regularizer at 0x7fbb6a5b7488>,0.01,2,<class 'tensorflow.python.training.adam.AdamOptimizer'>
141,256,1s,1.264111458,19,FALSE,FALSE,0.6,<function softplus at 0x7fbb9a7fb378>,100,0.2,<function l2_regularizer at 0x7fbb6a5b7488>,0.01,5,<class 'tensorflow.python.training.adam.AdamOptimizer'>
142,512,2s,1.284314406,0,FALSE,TRUE,0.9,<function softplus at 0x7fbb9a7fb378>,200,1,<function l2_regularizer at 0x7fbb6a5b7488>,0.01,4,<class 'tensorflow.python.training.adam.AdamOptimizer'>
143,512,8s,1.418974475,17,FALSE,FALSE,0.5,<function relu at 0x0000021FF30C0620>,400,0.5,<function l1_regularizer at 0x0000021FF5D941E0>,0.01,2,<class 'tensorflow.python.training.adam.AdamOptimizer'>
